Wave
20
21
25
30
37
45
53
61
67
70
72
71
69
67
64
62
58
55
51
47
44
42
41
40
40
40
40
40
39
38
36
34
33
31
30
29
27
26
25
24
24
23
23
22
22
22
22
22
22
22
22
21
21
21
20
21
22
26
31
38
46
54
62
68
72
74
74
73
72
70
68
66
62
59
55
51
47
44
42
41
41
40
40
40
39
37
36
34
32
30
28
27
25
24
22
21
20
20
19
19
18
18
18
18
18
17
17
16
15
15
14
14
15
17
22
29
37
45
54
61
66
69
70
70
68
67
65
63
60
57
53
49
46
42
40
39
39
38
38
38
37
36
34
33
31
29
27
26
24
23
22
21
20
19
18
18
18
17
17
17
16
16
15
15
14
14
14
14
16
19
25
33
40
49
57
63
67
68
68
68
66
65
63
61
58
54
51
47
45
43
42
42
42
41
41
40
40
38
36
34
32
31
29
27
26
24
23
22
21
20
19
18
18
18
18
17
17
17
16
16
15
14
14
14
15
19
25
33
41
50
58
65
69
71
72
72
71
70
69
66
64
61
58
54
52
50
49
48
48
48
47
46
45
43
41
40
38
36
35
33
31
29
28
26
25
24
24
23
23
23
22
22
22
21
21
20
19
19
18
18
20
24
30
37
46
55
64
70
75
77
78
77
76
75
73
70
67
63
59
55
51
48
46
44
44
43
43
42
41
40
38
36
34
32
30
28
26
24
22
21
20
18
17
16
16
15
15
14
14
13
12
12
11
10
10
10
11
14
19
27
36
45
54
62
67
70
72
72
71
69
68
65
62
59
55
51
47
44
43
42
41
41
41
41
40
39
38
36
34
32
29
27
26
24
23
21
20
20
19
19
18
18
17
17
16
16
16
15
15
14
14
14
16
21
27
36
44
54
63
69
74
76
76
76
75
73
71
64
61
57
53
50
48
47
47
47
46
46
45
43
42
40
39
37
35
33
31
29
27
26
24
23
22
22
21
20
20
20
19
19
18
17
17
16
15
15
16
19
25
32
41
51
61
69
75
79
81
81
81
80
78
76
73
69
65
61
57
53
51
49
48
48
47
46
45
43
41
38
36
33
31
29
27
25
24
22
21
20
19
19
18
18
17
17
16
15
15
14
13
13
13
14
18
24
41
51
60
68
74
77
78
79
78
76
75
72
69
65
61
56
52
49
46
44
44
43
42
41
40
39
37
35
33
30
28
26
24
22
20
19
17
16
15
14
13
13
11
10
9
8
7
6
6
7
9
14
21
29
39
48
56
62
65
67
68
67
66
65
63
60
57
53
49
46
44
42
41
41
41
41
40
40
39
37
35
33
31
29
27
25
24
22
21
20
19
18
18
17
17
16
16
15
14
14
13
13
12
13
16
21
28
37
45
54
62
67
71
73
73
73
73
72
70
68
65
62
58
55
52
51
49
49
48
48
47
45
44
42
40
39
37
35
33
31
29
28
26
25
24
23
22
21
21
20
20
19
18
17
17
16
15
16
17
21
27
42
51
60
66
70
73
75
75
75
74
73
72
69
66
63
59
56
53
51
49
49
48
47
46
44
42
40
39
37
34
32
30
28
26
25
23
22
21
20
19
19
18
17
16
16
15
14
13
13
12
13
16
22
28
37
44
53
59
64
68
69
68
68
67
65
63
60
57
53
50
48
46
45
45
45
44
44
43
41
40
38
36
34
32
30
29
27
26
24
23
22
21
20
20
19
19
18
18
17
16
16
15
15
14
15
17
21
27
35
43
52
59
65
68
70
71
71
71
68
66
63
60
57
54
52
50
50
49
49
49
48
47
45
43
41
40
38
36
34
33
31
30
28
27
26
25
24
23
23
22
22
21
21
20
19
18
17
17
16
17
18
22
29
37
45
54
62
69
73
76
77
78
78
77
76
75
72
65
61
58
55
53
52
52
51
50
49
47
45
43
41
40
38
35
33
32
30
28
27
25
24
23
23
22
21
21
20
20
19
18
17
16
15
14
14
15
17
22
29
38
47
56
64
70
73
75
76
76
76
75
73
71
68
64
60
56
50
49
48
47
47
46
45
43
41
40
38
36
34
32
30
28
26
24
23
22
20
19
19
18
17
17
16
16
15
15
14
13
13
12
12
12
14
18
24
32
41
51
59
66
70
72
73
73
72
71
69
66
63
60
56
52
50
48
47
47
47
46
45
44
42
40
39
37
35
33
31
29
27
26
25
23
22
21
21
20
20
20
20
19
19
18
18
18
17
17
17
18
21
26
33
41
51
60
68
74
77
79
79
79
78
76
74
72
68
65
61
58
56
54
54
54
54
53
52
50
49
47
45
43
41
40
39
39
39
39
39
39
39
38
38
38
38
37
37
36
35
35
34
33
32
33
34
38
43
51
60
69
77
83
87
89
90
90
89
88
86
83
80
77
73
70
68
66
65
65
66
66
67
67
66
64
62
58
55
53
51
49
48
46
45
44
43
42
41
40
40
39
38
37
36
35
34
32
31
30
31
34
39
44
51
59
64
68
70
70
69
68
66
63
60
57
53
49
44
40
38
34
32
29
26
22
19
15
10
6
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9
19
26
32
36
39
40
40
40
40
37
34
30
27
23
20
18
16
16
15
15
15
15
15
15
15
14
14
13
13
11
10
8
7
5
4
4
4
4
4
4
4
3
3
2
1
1
0
1
2
6
11
18
26
35
42
49
53
57
59
60
60
60
58
56
53
50
46
43
40
39
38
37
36
35
34
32
30
28
25
23
21
19
17
16
14
13
12
11
11
10
10
10
10
10
10
8
8
8
8
8
10
13
18
24
30
37
42
46
50
52
54
55
55
55
55
54
52
50
47
44
41
40
39
39
39
39
40
39
38
36
35
33
32
32
32
32
31
30
29
28
28
28
28
29
29
28
27
26
24
23
22
21
20
18
18
18
20
23
26
30
34
37
40
41
42
43
43
44
43
42
40
39
37
34
31
29
28
27
26
25
23
22
20
17
13
7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
6
12
17
23
27
30
31
33
34
35
37
38
39
39
40
40
40
40
41
42
43
44
45
45
45
45
45
45
45
44
44
44
43
43
43
42
42
41
41
40
40
38
37
35
34
33
31
29
27
26
24
24
23
24
27
30
34
38
41
44
45
46
45
45
43
42
41
40
38
36
34
32
30
29
28
28
28
28
28
27
27
26
25
24
23
22
21
20
19
19
18
18
17
17
16
16
15
15
15
14
14
14
13
13
13
14
15
17
21
24
28
32
34
36
36
35
34
32
31
29
27
24
23
23
23
23
24
24
25
24
24
24
23
23
23
22
22
21
21
20
19
19
19
18
18
18
17
17
17
17
17
16
16
16
16
16
15
15
16
19
22
26
31
35
39
40
41
40
40
39
38
36
35
34
32
31
29
28
28
27
28
28
28
29
29
29
29
28
27
27
26
25
24
24
23
23
22
22
21
21
21
21
20
20
20
20
19
19
19
19
20
23
27
31
36
40
44
46
47
46
51
48
45
42
40
37
35
32
29
28
27
27
28
29
31
32
32
32
31
30
28
27
25
24
22
21
20
19
18
17
17
16
16
15
15
14
13
13
12
11
11
12
14
20
29
39
49
59
67
72
74
74
73
71
69
67
65
62
60
57
54
52
51
50
50
51
52
52
52
51
50
49
47
45
43
42
40
39
38
36
35
33
32
31
30
29
28
27
25
24
23
23
22
23
27
33
42
53
65
76
85
92
95
96
96
95
94
93
91
89
86
83
60
58
56
55
55
54
54
55
54
54
53
52
51
50
49
48
46
45
44
43
42
41
40
40
40
39
38
37
36
36
35
34
35
36
40
43
49
55
61
66
69
70
71
71
70
69
68
67
65
64
62
60
58
57
56
56
56
56
56
56
55
54
53
51
50
48
47
46
44
43
42
41
40
40
40
39
38
37
36
36
35
34
34
35
37
40
45
51
58
64
68
71
73
73
72
71
70
69
68
66
64
62
60
58
57
57
57
57
57
56
56
55
54
52
51
49
48
47
45
44
43
42
41
40
40
39
39
38
37
36
35
34
34
33
33
35
39
44
50
57
64
70
73
76
77
77
77
76
76
75
73
71
69
67
64
62
61
60
59
59
59
58
57
56
54
52
51
49
47
45
44
42
41
40
39
38
37
36
35
34
33
31
30
30
29
29
30
33
38
43
50
57
63
68
71
72
72
72
72
71
70
68
66
64
62
59
57
55
54
54
53
53
53
52
51
50
48
46
45
43
41
40
39
38
37
36
35
34
33
32
31
30
29
28
28
27
27
28
30
35
40
46
53
60
65
69
71
71
71
70
69
68
67
65
63
58
57
55
55
55
54
54
53
52
51
49
48
46
44
42
40
40
38
37
36
35
34
33
32
32
31
30
30
29
28
27
27
26
27
30
34
40
46
53
61
66
71
73
75
75
75
75
74
73
72
70
64
62
60
58
57
56
56
55
54
53
52
50
48
46
44
42
40
40
38
36
35
33
32
31
30
29
28
27
26
25
24
23
23
24
27
31
37
44
51
58
63
67
69
70
70
70
69
68
67
65
62
59
56
53
51
50
49
48
48
47
47
45
44
42
40
39
37
35
33
32
30
29
28
27
26
25
25
24
23
23
22
21
20
20
20
20
23
27
32
39
46
53
59
63
65
66
66
66
65
63
60
57
54
52
50
48
47
47
47
47
46
45
44
43
41
40
38
37
35
33
32
31
29
28
28
27
26
26
25
25
24
24
23
23
22
22
21
22
23
27
32
39
46
54
61
66
70
71
72
72
72
71
70
68
66
63
60
57
55
53
51
50
50
49
48
47
46
44
42
40
39
37
35
33
31
30
28
27
26
26
25
24
24
24
23
22
22
21
20
20
19
19
20
23
28
34
41
49
57
63
67
70
71
71
71
70
69
68
66
63
60
56
53
51
49
47
46
46
45
44
43
41
40
38
36
34
32
30
29
27
25
24
23
22
22
21
21
20
20
19
18
18
17
16
16
16
17
20
24
31
39
46
54
60
64
67
68
68
67
66
65
63
60
57
54
51
48
47
46
45
45
45
45
44
43
41
40
38
36
34
33
31
29
28
27
25
25
24
24
23
23
23
22
22
21
21
20
20
19
19
21
23
28
35
41
50
58
64
69
72
73
74
73
73
71
70
67
65
58
53
52
51
50
50
49
49
48
46
45
43
41
40
38
36
34
33
31
29
28
27
26
26
25
24
24
23
23
22
22
21
20
20
21
24
29
35
42
51
60
67
72
75
77
78
78
77
76
74
72
69
65
62
58
55
52
50
49
49
47
46
44
42
40
39
37
35
33
31
29
27
26
25
24
23
22
21
21
20
20
19
18
18
17
17
17
18
22
27
35
43
51
59
65
70
72
73
72
72
70
69
67
64
60
57
53
50
48
47
47
47
46
46
45
44
42
41
40
36
34
32
30
29
27
26
25
24
24
23
22
22
22
21
21
20
20
19
19
20
22
27
33
40
49
57
65
71
74
76
77
76
75
74
72
70
67
63
59
56
54
52
50
50
50
49
48
47
45
43
41
40
38
35
33
31
30
28
25
25
24
23
23
22
22
21
21
20
20
19
18
18
19
22
27
34
41
50
59
67
72
76
78
78
78
77
76
74
72
69
65
61
58
54
52
50
49
48
48
47
45
44
42
40
38
36
34
32
30
28
26
25
24
23
22
22
21
20
19
18
18
17
16
16
16
17
20
26
33
41
50
59
65
70
72
73
73
72
71
70
67
65
61
58
54
51
49
47
47
46
46
45
45
43
42
40
39
36
34
32
31
29
27
26
25
24
23
22
22
21
21
20
20
19
18
18
17
17
19
22
28
35
43
52
61
67
72
75
75
75
75
73
72
70
67
64
60
57
54
51
50
49
49
49
48
47
46
44
42
40
39
37
34
33
31
29
28
26
25
25
24
23
23
22
22
22
21
20
20
19
19
18
19
21
26
40
49
59
66
72
76
78
78
78
77
76
74
72
69
65
61
58
54
52
50
49
48
48
47
45
44
42
40
38
36
33
31
29
27
26
24
23
22
21
21
20
19
19
18
18
17
16
16
15
15
15
18
23
30
38
46
55
63
71
72
72
72
71
70
68
65
62
59
55
52
49
47
46
45
45
45
44
43
42
40
39
37
34
32
30
29
27
25
24
23
23
22
21
21
21
20
20
19
19
18
18
17
17
18
21
26
33
41
50
58
65
70
73
74
74
73
72
70
68
65
62
59
55
52
50
48
48
47
47
47
46
45
43
41
40
38
36
34
32
31
29
27
26
25
24
24
23
23
22
22
21
21
20
20
19
19
19
20
23
28
35
43
52
61
68
73
75
77
77
76
75
73
71
69
65
62
54
51
49
48
47
46
46
45
43
42
40
39
36
34
32
30
28
27
25
24
22
21
21
20
19
19
18
18
17
16
15
15
14
15
16
20
26
34
42
52
60
66
70
73
73
73
72
71
69
67
64
60
57
53
49
46
45
44
43
43
42
41
40
40
38
36
33
31
29
27
25
24
22
21
20
20
19
18
18
17
17
16
16
15
15
14
15
16
19
25
32
40
49
57
64
69
72
73
72
72
70
68
66
63
59
56
52
49
47
46
46
46
45
45
44
43
41
40
38
36
34
32
31
29
27
26
25
24
23
22
22
22
21
21
20
20
20
19
19
18
19
21
25
31
39
47
56
64
70
74
76
77
77
76
75
74
71
68
65
61
57
54
51
49
49
48
47
46
45
43
42
40
38
36
34
31
29
28
26
24
23
22
21
21
20
20
19
19
18
17
17
16
15
15
16
18
23
30
38
45
54
61
66
69
71
71
71
70
69
68
65
62
59
55
51
48
46
44
43
42
42
41
40
39
37
35
33
31
29
27
25
23
22
21
20
19
18
18
17
17
16
15
15
14
13
13
12
12
14
17
23
30
38
45
52
58
62
64
65
65
64
64
62
60
58
55
52
49
46
44
43
43
43
42
42
41
40
39
37
35
33
32
30
28
27
25
24
23
22
22
21
21
21
20
20
20
19
19
18
18
18
18
20
24
29
36
43
51
58
63
67
68
69
69
68
68
66
64
62
59
56
53
51
49
48
47
47
46
45
44
43
41
40
38
36
35
33
31
30
28
27
26
25
24
24
23
23
22
22
21
21
20
19
19
18
19
20
24
29
36
43
51
58
64
67
69
70
70
70
69
68
66
64
61
57
54
51
48
47
46
45
44
43
42
41
40
38
36
34
32
30
28
26
25
23
22
21
20
20
19
19
18
18
17
16
15
15
14
14
14
15
17
22
28
36
43
50
56
60
63
64
64
64
64
63
61
59
57
54
51
48
46
45
45
45
44
44
43
42
40
40
38
36
34
32
31
29
28
27
26
25
24
23
23
22
22
22
21
21
20
20
19
18
18
18
18
20
24
30
37
44
52
59
64
68
70
71
71
70
70
69
67
65
62
59
56
54
52
51
50
49
49
48
47
45
43
41
40
38
36
34
32
30
28
26
25
24
23
22
21
21
20
20
19
19
18
18
17
17
16
15
16
17
20
25
32
40
48
55
61
65
68
69
69
69
68
67
65
63
57
53
50
48
46
44
44
43
43
42
41
40
39
37
35
33
31
29
27
25
24
23
22
21
20
20
19
19
18
18
17
17
16
16
15
15
15
17
20
25
32
40
47
55
61
65
67
68
68
67
66
65
62
60
57
54
51
48
47
46
45
45
45
45
44
43
41
40
39
37
35
33
32
30
29
27
26
25
24
24
23
23
22
22
21
21
20
20
19
19
18
18
19
22
27
33
41
50
58
65
70
73
74
75
75
74
73
71
69
67
63
60
57
54
52
50
50
49
49
48
47
45
43
42
40
39
36
34
33
31
29
28
27
26
25
24
24
23
23
23
22
21
21
20
19
19
19
21
25
31
38
46
55
63
70
74
77
78
79
79
79
78
76
74
71
67
63
60
56
54
52
51
49
48
46
44
42
40
37
34
30
27
25
22
20
18
17
16
15
15
14
14
14
14
14
13
13
12
12
11
11
12
15
20
28
37
47
57
65
72
76
79
80
80
80
79
77
74
71
69
66
64
62
61
61
61
60
60
59
58
56
53
50
47
44
41
39
36
34
32
31
30
29
28
27
26
25
23
22
21
20
19
19
19
19
21
25
31
39
47
57
66
73
78
81
82
83
82
81
79
76
72
68
63
58
53
50
47
45
45
44
43
43
42
40
39
36
34
32
30
28
26
25
24
23
22
22
21
21
20
20
20
19
19
18
18
17
17
17
19
23
29
38
46
57
67
74
80
84
85
86
85
83
81
79
76
72
68
64
60
56
52
50
48
46
45
43
41
39
36
32
28
25
22
19
18
16
15
14
13
11
10
9
8
8
7
7
6
4
3
2
0
0
1
4
10
17
26
35
42
48
52
54
55
54
54
53
51
49
47
44
41
39
37
36
36
35
35
34
34
32
31
29
27
26
24
22
21
19
18
16
15
14
12
11
11
10
9
8
8
7
6
5
5
4
3
3
4
7
11
17
24
30
36
40
43
45
46
46
46
45
44
43
41
40
38
36
34
34
33
33
33
32
32
31
29
28
26
25
23
21
20
18
17
16
14
13
12
11
11
10
10
9
9
8
8
7
6
6
5
4
4
5
8
11
17
23
29
35
40
42
43
44
45
45
44
44
43
42
40
39
37
35
34
33
32
32
32
31
31
30
29
27
26
24
23
21
20
19
17
16
15
14
13
12
12
11
11
10
10
10
9
9
9
8
7
7
6
6
7
9
12
17
23
29
34
38
40
41
41
40
40
40
38
37
35
33
31
28
27
26
26
26
26
27
27
26
26
25
24
23
22
20
19
18
17
16
16
15
15
14
14
14
14
14
14
14
13
13
13
13
13
13
12
12
13
14
17
21
26
32
38
41
44
46
47
47
46
46
50
49
46
43
40
38
35
34
33
33
34
35
35
35
34
32
31
29
27
24
22
20
18
16
14
13
11
10
9
8
7
6
6
5
5
4
3
3
2
1
0
0
0
0
2
8
17
28
40
52
62
70
75
78
79
80
80
80
79
77
74
71
67
63
60
58
56
56
56
55
54
53
51
48
46
43
40
38
36
33
30
28
26
24
21
20
19
18
16
15
15
13
12
11
10
8
7
6
5
4
6
11
19
30
43
56
69
79
87
91
93
94
94
94
93
90
87
59
57
55
54
53
53
53
53
52
52
51
50
49
48
46
45
43
42
40
40
38
37
36
35
35
34
33
33
32
32
31
30
30
29
28
28
27
27
28
31
35
40
47
54
61
66
70
73
74
74
74
74
73
71
70
68
65
63
62
60
60
60
60
60
59
59
58
56
55
53
51
50
48
46
45
43
42
40
40
39
38
38
37
36
36
35
34
34
33
32
31
31
30
30
32
35
40
46
53
61
68
74
78
81
82
83
83
83
82
81
79
76
74
71
69
67
66
65
65
64
63
62
59
57
55
53
51
49
47
46
44
43
42
40
40
39
39
38
37
36
35
34
33
32
31
30
29
28
29
31
35
40
47
55
62
69
74
77
78
79
79
78
77
76
74
72
69
65
62
59
57
55
54
53
53
52
50
49
47
45
43
40
39
37
35
33
32
31
29
28
27
27
26
25
25
24
23
22
22
21
20
20
19
19
20
23
28
35
42
50
58
65
69
71
72
72
71
70
69
67
64
62
59
56
53
52
51
51
50
50
50
49
48
46
44
42
40
39
37
35
34
32
31
29
28
27
26
26
25
25
24
24
23
23
22
22
21
21
20
19
19
20
22
27
33
40
49
57
65
70
73
75
76
76
75
74
72
70
67
64
61
58
56
55
54
53
53
52
51
50
48
46
44
42
40
39
37
35
33
31
30
29
28
27
26
25
25
24
24
23
23
22
22
21
20
19
19
18
18
19
21
26
33
41
50
59
66
71
75
77
77
77
77
75
74
72
69
66
63
60
57
55
54
53
53
53
52
51
49
48
46
44
42
40
39
38
37
35
34
33
32
31
30
30
29
28
28
27
26
26
25
23
22
20
19
17
16
16
17
20
25
32
40
48
57
64
70
73
75
76
76
75
74
73
71
68
65
62
58
55
53
52
51
50
49
48
47
45
43
41
40
38
35
33
31
30
28
26
25
24
23
22
21
21
20
20
19
19
18
18
17
16
16
15
14
15
17
21
27
34
42
50
58
64
68
71
72
73
73
72
71
70
67
64
61
57
54
51
50
49
48
48
47
46
44
43
40
39
37
35
32
30
28
26
23
22
21
20
19
19
20
20
20
20
20
19
18
16
15
14
12
11
10
9
10
14
19
26
35
43
50
56
60
62
63
62
61
57
54
51
47
44
41
39
37
36
36
35
35
34
33
32
31
29
28
26
24
22
20
18
16
15
14
13
12
11
11
10
10
9
9
9
9
8
8
8
8
7
7
7
8
12
17
25
33
41
49
56
60
63
64
64
64
63
62
60
58
55
52
49
46
45
44
44
44
44
44
43
42
40
39
37
35
33
31
29
27
25
23
22
20
19
18
17
17
16
15
15
14
14
13
12
11
11
10
10
10
12
16
22
29
38
46
53
59
63
65
66
66
66
65
64
63
59
56
53
51
49
47
47
46
46
46
45
44
43
41
40
39
37
35
33
31
29
27
26
24
23
23
22
22
22
21
21
20
20
19
19
18
18
18
18
21
26
32
40
48
56
63
68
72
73
74
74
74
74
73
72
71
66
62
60
57
55
54
53
52
51
50
48
46
44
42
40
39
37
35
33
31
29
28
26
25
24
23
22
22
21
20
20
19
19
18
17
17
16
17
18
27
42
51
59
66
70
73
75
76
76
75
74
73
71
68
65
62
59
57
55
55
54
53
53
51
50
48
45
43
40
39
36
34
31
29
27
25
23
21
20
19
18
17
16
14
13
12
10
8
6
4
2
1
2
5
11
18
28
37
45
58
61
63
64
64
64
63
62
61
58
56
53
50
48
47
46
46
46
46
46
45
44
43
41
40
38
37
35
33
32
30
29
28
26
25
24
23
22
21
21
20
19
18
17
16
16
16
18
22
28
35
43
52
60
66
70
73
74
75
74
72
70
68
65
62
59
57
56
55
55
56
56
55
54
53
51
49
47
44
42
40
39
36
34
33
31
30
28
27
27
26
25
24
23
22
21
20
19
19
18
19
22
27
34
41
50
59
66
72
76
78
79
79
79
78
77
75
72
66
63
60
58
57
57
56
55
54
53
51
49
47
44
42
40
38
36
34
32
30
29
27
26
25
24
23
22
21
20
19
18
18
17
16
16
17
20
25
33
40
50
59
66
72
76
78
79
79
79
78
77
74
71
68
64
60
57
55
52
51
50
49
47
45
43
41
39
37
35
32
30
28
26
24
23
21
20
19
18
18
17
16
15
14
13
13
12
11
11
12
15
19
27
35
44
53
61
67
71
74
75
75
74
73
72
69
66
63
59
56
54
52
51
50
50
50
49
46
44
42
40
38
36
34
31
29
27
25
24
23
21
21
20
19
19
18
18
18
17
16
16
15
15
15
16
19
24
31
40
49
59
67
74
78
80
81
81
81
79
78
75
72
68
64
60
57
54
53
52
51
50
49
47
46
44
41
38
35
33
31
29
27
26
24
23
22
21
20
19
18
18
17
16
15
15
14
13
13
13
14
17
22
30
39
49
58
67
73
77
79
80
80
80
78
77
74
71
67
63
59
56
53
51
50
50
49
48
46
45
43
40
39
37
34
32
28
27
25
24
23
22
21
20
19
19
18
17
17
16
16
15
15
15
16
19
24
31
40
49
59
68
74
78
80
80
80
79
77
75
72
69
65
61
57
55
53
52
51
51
50
49
47
46
44
41
40
37
35
33
30
28
27
25
24
21
21
20
19
19
18
18
17
16
16
15
14
14
14
16
21
27
36
46
56
66
73
79
82
84
85
84
83
82
79
76
72
68
64
60
57
55
54
53
52
51
50
48
46
43
41
39
37
34
32
30
28
26
24
23
21
20
20
19
17
17
16
15
14
13
12
11
11
12
16
22
30
40
49
60
68
74
78
80
80
80
79
77
75
71
68
63
59
55
52
50
49
49
49
48
47
46
44
42
40
39
36
34
32
30
28
26
25
24
23
22
21
21
20
20
19
18
18
16
15
15
15
16
20
27
36
45
57
67
76
83
87
89
89
89
89
87
85
82
78
74
70
66
63
60
59
58
57
57
55
53
51
49
46
43
41
39
37
35
33
31
29
28
27
26
26
25
24
24
23
23
22
21
20
19
19
18
22
27
35
44
55
65
75
82
86
89
90
90
89
88
86
83
79
75
70
65
61
58
56
54
53
52
51
50
48
45
43
40
38
36
33
31
29
27
25
24
23
22
21
21
20
20
20
20
20
20
19
18
18
17
17
17
19
22
28
46
57
68
77
84
88
91
92
92
92
91
89
86
83
59
57
56
55
55
55
56
57
57
58
58
57
57
56
55
54
53
52
51
50
49
48
46
45
44
42
41
40
39
38
36
35
34
32
31
30
29
28
28
29
31
34
38
42
51
54
56
57
56
56
55
54
53
52
50
48
45
43
41
40
39
38
38
37
37
37
37
37
37
37
37
36
36
35
34
34
34
33
33
33
33
33
33
33
33
32
32
32
32
32
32
33
33
33
34
34
36
37
40
42
46
50
58
62
64
65
65
65
64
64
63
62
60
57
55
52
49
46
44
43
41
40
40
39
38
36
34
32
30
28
27
25
24
23
21
20
19
18
17
16
15
14
14
14
13
13
13
14
14
14
15
16
18
21
24
28
33
36
39
40
42
42
42
42
42
40
39
37
34
31
29
26
25
24
23
24
24
24
24
23
23
22
20
19
18
17
15
14
13
12
11
10
9
8
7
5
3
1
0
0
0
0
0
0
0
0
0
0
0
5
12
18
24
28
30
31
31
30
28
26
24
22
19
17
14
12
11
10
10
10
10
10
10
10
9
8
7
6
4
3
2
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
9
15
20
23
26
27
27
26
25
24
23
21
20
18
16
15
13
13
12
12
13
13
14
14
14
13
13
12
11
10
9
8
7
6
6
5
5
5
4
5
5
5
5
5
6
6
6
6
5
6
6
8
11
15
20
25
29
32
33
34
33
32
32
31
30
29
28
26
25
24
23
22
21
21
21
22
22
22
22
21
21
20
20
19
18
18
17
16
16
15
15
15
14
14
14
14
13
13
13
12
12
12
12
13
15
18
22
27
31
35
37
39
38
35
33
31
29
26
24
21
19
16
13
10
9
8
8
8
9
10
10
10
10
9
8
6
5
3
2
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
10
19
28
37
41
45
45
44
43
41
40
38
35
33
30
27
24
21
20
20
20
21
22
22
23
22
22
21
20
19
18
16
15
14
13
12
11
11
10
10
10
9
9
8
8
7
7
6
6
8
11
18
26
35
44
53
59
63
65
65
64
62
61
59
57
55
52
49
46
43
40
40
39
40
40
40
40
40
39
38
36
35
33
31
30
28
26
25
24
23
22
21
20
19
18
17
16
15
15
15
15
18
23
31
40
50
60
68
74
77
78
78
77
75
74
72
70
67
63
60
57
54
52
52
52
52
53
53
53
52
51
49
47
45
