DATE,TIME,SPO2,PULSE
2020-10-28, 14:49:01, 92, 60
2020-10-28, 14:49:02, 92, 61
2020-10-28, 14:49:03, 92, 61
2020-10-28, 14:49:04, 92, 62
2020-10-28, 14:49:05, 92, 62
2020-10-28, 14:49:06, 92, 62
2020-10-28, 14:49:07, 92, 62
2020-10-28, 14:49:08, 92, 62
2020-10-28, 14:49:09, 92, 62
2020-10-28, 14:49:10, 92, 62
2020-10-28, 14:49:11, 92, 62
2020-10-28, 14:49:12, 92, 62
2020-10-28, 14:49:13, 92, 62
2020-10-28, 14:49:14, 92, 62
2020-10-28, 14:49:15, 93, 62
2020-10-28, 14:49:16, 93, 62
2020-10-28, 14:49:17, 93, 62
2020-10-28, 14:49:18, 92, 62
2020-10-28, 14:49:19, 92, 62
2020-10-28, 14:49:20, 92, 62
2020-10-28, 14:49:21, 92, 62
2020-10-28, 14:49:22, 92, 62
2020-10-28, 14:49:23, 92, 61
2020-10-28, 14:49:24, 92, 61
2020-10-28, 14:49:25, 92, 60
2020-10-28, 14:49:26, 92, 60
2020-10-28, 14:49:27, 92, 60
2020-10-28, 14:49:28, 91, 60
2020-10-28, 14:49:29, 91, 60
2020-10-28, 14:49:30, 91, 59
2020-10-28, 14:49:31, 91, 59
2020-10-28, 14:49:32, 91, 59
2020-10-28, 14:49:33, 91, 59
2020-10-28, 14:49:34, 91, 59
2020-10-28, 14:49:35, 91, 59
2020-10-28, 14:49:36, 91, 59
2020-10-28, 14:49:37, 91, 59
2020-10-28, 14:49:38, 91, 59
2020-10-28, 14:49:39, 91, 59
2020-10-28, 14:49:40, 91, 60
2020-10-28, 14:49:41, 91, 59
2020-10-28, 14:49:42, 92, 59
2020-10-28, 14:49:43, 92, 59
2020-10-28, 14:49:44, 92, 59
2020-10-28, 14:49:45, 92, 59
2020-10-28, 14:49:46, 92, 59
2020-10-28, 14:49:47, 92, 59
2020-10-28, 14:49:48, 91, 59
2020-10-28, 14:49:49, 91, 59
2020-10-28, 14:49:50, 91, 59
2020-10-28, 14:49:51, 91, 59
2020-10-28, 14:49:52, 91, 59
2020-10-28, 14:49:53, 91, 58
2020-10-28, 14:49:54, 91, 58
2020-10-28, 14:49:55, 91, 58
2020-10-28, 14:49:56, 91, 58
2020-10-28, 14:49:57, 91, 57
2020-10-28, 14:49:58, 91, 57
2020-10-28, 14:49:59, 91, 57
2020-10-28, 14:50:00, 91, 57
2020-10-28, 14:50:01, 91, 57
2020-10-28, 14:50:02, 91, 57
2020-10-28, 14:50:03, 91, 57
2020-10-28, 14:50:04, 92, 58
2020-10-28, 14:50:05, 92, 58
2020-10-28, 14:50:06, 92, 58
2020-10-28, 14:50:07, 92, 59
2020-10-28, 14:50:08, 92, 59
2020-10-28, 14:50:09, 92, 60
2020-10-28, 14:50:10, 92, 60
2020-10-28, 14:50:11, 92, 60
2020-10-28, 14:50:12, 92, 61
2020-10-28, 14:50:13, 92, 61
2020-10-28, 14:50:14, 92, 61
2020-10-28, 14:50:15, 92, 62
2020-10-28, 14:50:16, 92, 61
2020-10-28, 14:50:17, 92, 61
2020-10-28, 14:50:18, 92, 61
2020-10-28, 14:50:19, 92, 61
2020-10-28, 14:50:20, 92, 61
2020-10-28, 14:50:21, 92, 61
2020-10-28, 14:50:22, 92, 60
2020-10-28, 14:50:23, 92, 60
2020-10-28, 14:50:24, 92, 60
2020-10-28, 14:50:25, 92, 60
2020-10-28, 14:50:26, 92, 60
2020-10-28, 14:50:27, 92, 60
2020-10-28, 14:50:28, 92, 60
2020-10-28, 14:50:29, 92, 60
2020-10-28, 14:50:30, 92, 60
2020-10-28, 14:50:31, 92, 60
2020-10-28, 14:50:32, 92, 60
2020-10-28, 14:50:33, 92, 60
2020-10-28, 14:50:34, 92, 60
2020-10-28, 14:50:35, 92, 60
2020-10-28, 14:50:36, 92, 60
2020-10-28, 14:50:37, 92, 60
2020-10-28, 14:50:38, 92, 61
2020-10-28, 14:50:39, 92, 61
2020-10-28, 14:50:40, 92, 61
2020-10-28, 14:50:41, 92, 61
2020-10-28, 14:50:42, 92, 61
2020-10-28, 14:50:43, 92, 61
2020-10-28, 14:50:44, 92, 61
2020-10-28, 14:50:45, 92, 61
2020-10-28, 14:50:46, 92, 61
2020-10-28, 14:50:47, 92, 61
2020-10-28, 14:50:48, 92, 61
2020-10-28, 14:50:49, 92, 61
2020-10-28, 14:50:50, 92, 61
2020-10-28, 14:50:51, 92, 61
2020-10-28, 14:50:52, 92, 61
2020-10-28, 14:50:53, 92, 61
2020-10-28, 14:50:54, 92, 61
2020-10-28, 14:50:55, 92, 61
2020-10-28, 14:50:56, 92, 61
2020-10-28, 14:50:57, 92, 61
2020-10-28, 14:50:58, 92, 61
2020-10-28, 14:50:59, 92, 61
2020-10-28, 14:51:00, 92, 61
2020-10-28, 14:51:01, 92, 61
2020-10-28, 14:51:02, 92, 61
2020-10-28, 14:51:03, 92, 61
2020-10-28, 14:51:04, 92, 61
2020-10-28, 14:51:05, 92, 61
2020-10-28, 14:51:06, 92, 61
2020-10-28, 14:51:07, 92, 61
2020-10-28, 14:51:08, 92, 61
2020-10-28, 14:51:09, 92, 61
2020-10-28, 14:51:10, 92, 61
2020-10-28, 14:51:11, 92, 61
2020-10-28, 14:51:12, 92, 61
2020-10-28, 14:51:13, 92, 61
2020-10-28, 14:51:14, 92, 61
2020-10-28, 14:51:15, 92, 61
2020-10-28, 14:51:16, 92, 61
2020-10-28, 14:51:17, 91, 61
2020-10-28, 14:51:18, 92, 61
2020-10-28, 14:51:19, 92, 61
2020-10-28, 14:51:20, 92, 61
2020-10-28, 14:51:21, 92, 61
2020-10-28, 14:51:22, 92, 61
2020-10-28, 14:51:23, 92, 61
2020-10-28, 14:51:24, 92, 61
2020-10-28, 14:51:25, 92, 61
2020-10-28, 14:51:26, 92, 61
2020-10-28, 14:51:27, 92, 61
2020-10-28, 14:51:28, 92, 61
2020-10-28, 14:51:29, 92, 61
2020-10-28, 14:51:30, 93, 61
2020-10-28, 14:51:31, 93, 61
2020-10-28, 14:51:32, 93, 61
2020-10-28, 14:51:33, 93, 61
2020-10-28, 14:51:34, 94, 61
2020-10-28, 14:51:35, 94, 61
2020-10-28, 14:51:36, 94, 61
2020-10-28, 14:51:37, 94, 62
2020-10-28, 14:51:38, 93, 62
2020-10-28, 14:51:39, 93, 63
2020-10-28, 14:51:40, 93, 63
2020-10-28, 14:51:41, 93, 64
2020-10-28, 14:51:42, 93, 65
2020-10-28, 14:51:43, 93, 65
2020-10-28, 14:51:44, 93, 65
2020-10-28, 14:51:45, 93, 65
2020-10-28, 14:51:46, 93, 65
2020-10-28, 14:51:47, 93, 65
2020-10-28, 14:51:48, 93, 65
2020-10-28, 14:51:49, 93, 66
2020-10-28, 14:51:50, 93, 67
2020-10-28, 14:51:51, 93, 67
2020-10-28, 14:51:52, 93, 67
2020-10-28, 14:51:53, 93, 68
2020-10-28, 14:51:54, 93, 68
2020-10-28, 14:51:55, 93, 68
2020-10-28, 14:51:56, 93, 68
2020-10-28, 14:51:57, 93, 68
2020-10-28, 14:51:58, 93, 68
2020-10-28, 14:51:59, 93, 68
2020-10-28, 14:52:00, 93, 68
2020-10-28, 14:52:01, 92, 68
2020-10-28, 14:52:02, 93, 67
2020-10-28, 14:52:03, 93, 67
2020-10-28, 14:52:04, 93, 67
2020-10-28, 14:52:05, 93, 67
2020-10-28, 14:52:06, 93, 67
2020-10-28, 14:52:07, 93, 67
2020-10-28, 14:52:08, 93, 67
2020-10-28, 14:52:09, 93, 66
2020-10-28, 14:52:10, 93, 66
2020-10-28, 14:52:11, 93, 66
2020-10-28, 14:52:12, 93, 66
2020-10-28, 14:52:13, 93, 66
2020-10-28, 14:52:14, 93, 66
2020-10-28, 14:52:15, 93, 66
2020-10-28, 14:52:16, 93, 66
2020-10-28, 14:52:17, 93, 66
2020-10-28, 14:52:18, 93, 67
2020-10-28, 14:52:19, 93, 67
2020-10-28, 14:52:20, 93, 67
2020-10-28, 14:52:21, 93, 67
2020-10-28, 14:52:22, 93, 67
2020-10-28, 14:52:23, 93, 67
2020-10-28, 14:52:24, 93, 68
2020-10-28, 14:52:25, 93, 69
2020-10-28, 14:52:26, 93, 69
2020-10-28, 14:52:27, 93, 69
2020-10-28, 14:52:28, 93, 70
2020-10-28, 14:52:29, 93, 70
2020-10-28, 14:52:30, 93, 70
2020-10-28, 14:52:31, 93, 69
2020-10-28, 14:52:32, 93, 69
2020-10-28, 14:52:33, 94, 69
2020-10-28, 14:52:34, 94, 68
2020-10-28, 14:52:35, 94, 68
2020-10-28, 14:52:36, 94, 68
2020-10-28, 14:52:37, 94, 68
2020-10-28, 14:52:38, 94, 68
2020-10-28, 14:52:39, 94, 68
2020-10-28, 14:52:40, 95, 68
2020-10-28, 14:52:41, 95, 68
2020-10-28, 14:52:42, 95, 68
2020-10-28, 14:52:43, 96, 68
2020-10-28, 14:52:44, 96, 68
2020-10-28, 14:52:45, 96, 67
2020-10-28, 14:52:46, 96, 67
2020-10-28, 14:52:47, 96, 67
2020-10-28, 14:52:48, 96, 67
2020-10-28, 14:52:49, 95, 67
2020-10-28, 14:52:50, 95, 67
2020-10-28, 14:52:51, 95, 67
2020-10-28, 14:52:52, 95, 67
2020-10-28, 14:52:53, 95, 67
2020-10-28, 14:52:54, 95, 67
2020-10-28, 14:52:55, 95, 67
2020-10-28, 14:52:56, 94, 68
2020-10-28, 14:52:57, 94, 68
2020-10-28, 14:52:58, 94, 68
2020-10-28, 14:52:59, 95, 68
2020-10-28, 14:53:00, 95, 68
2020-10-28, 14:53:01, 95, 68
2020-10-28, 14:53:02, 95, 68
2020-10-28, 14:53:03, 95, 68
2020-10-28, 14:53:04, 95, 68
2020-10-28, 14:53:05, 95, 68
2020-10-28, 14:53:06, 95, 68
2020-10-28, 14:53:07, 95, 68
2020-10-28, 14:53:08, 95, 68
2020-10-28, 14:53:09, 95, 67
2020-10-28, 14:53:10, 96, 67
2020-10-28, 14:53:11, 96, 67
2020-10-28, 14:53:12, 96, 67
2020-10-28, 14:53:13, 96, 66
2020-10-28, 14:53:14, 96, 66
2020-10-28, 14:53:15, 96, 66
2020-10-28, 14:53:16, 96, 66
2020-10-28, 14:53:17, 96, 66
2020-10-28, 14:53:18, 96, 66
